3144.000000,1100.000000,352.000000
1296.000000,1126.000000,115.000000
860.000000,510.000000,1055.000000
824.000000,1571.000000,670.000000
812.000000,422.000000,23.000000
808.000000,607.000000,403.000000
796.000000,790.000000,950.000000
788.000000,1372.000000,9.000000
784.000000,1276.000000,829.000000
776.000000,684.000000,695.000000
772.000000,1819.000000,865.000000
716.000000,1691.000000,1088.000000
712.000000,617.000000,1034.000000
712.000000,1002.000000,362.000000
708.000000,1839.000000,323.000000
704.000000,246.000000,355.000000
704.000000,1542.000000,228.000000
696.000000,1311.000000,836.000000
688.000000,879.000000,462.000000
688.000000,440.000000,359.000000
684.000000,505.000000,446.000000
676.000000,512.000000,1012.000000
672.000000,75.000000,444.000000
668.000000,39.000000,1086.000000
668.000000,1179.000000,981.000000
668.000000,1488.000000,864.000000
668.000000,910.000000,366.000000
668.000000,1787.000000,289.000000
664.000000,757.000000,614.000000
664.000000,194.000000,295.000000
